패스트캠퍼스@@$^https://www.rocketpunch.com/companies/fastcampus@@$^https://media.rocketpunch.com/cache/28/fb/28fbdd067c7593754a5c2a6d0f6240a5.png@@$^패스트캠퍼스는 각 업계 최고의 전문가 강사진을 바탕으로 짜임새 있는 교육 콘텐츠를 제공하는 온/오프라인 실무 교육회사입니다.  "인생을 바꾸는 교육"을 표방하며 시작한 패스트캠퍼스가 이제 곧 3년 차를 맞이합니다. 4명으로 시작했던 패스트캠퍼스는 2년이 채 안되는 기간동안 어느덧 60명이 넘어가는 회사가 되었고, 지금도 큰 폭으로 성장하고 있습니다.            “인생을 바꾸는 교육” 이라는 비전        창업은 참 어렵습니다. 그리고 그 와중에 본질과 신념을 지켜가는 일은 더더욱 어렵습니다.  하지만 2년이 지난 지금도 우리는 여전히 "인생을 바꾸는 교육"을 생각합니다. 코스를 하나하나 기획할 때 마다 반드시 "이 수업으로 수강생의 인생이 - 커리어가 - 긍정적으로 변화할 수 있을까"에 대해 고민합니다. 사업을 하며 부딪치는 문제의 복잡도와 난이도가 높아질 수는 있지만, 우리의 판단기준은 여전히 아주 단순명쾌합니다. "인생을 바꾸는 교육이 될 수 있을까"에 대해 고민합니다.         "우리에게 필요한 교육",\"우리에게 가치있는 교육"을 만들면 된다는 신념으로 버텨가며 겨우 시장을 만들고 안착할 수 있었습니다. 이제는 경쟁사들이 늘어나며 시장과 고객의 생각도 빠른 속도로 변화하고 있습니다. 그리고 이 변화를 반기 당 두 배 이상의 매출성장으로 체감하고 있습니다.            패스트캠퍼스가 해결하려는 문제        패스트캠퍼스는 O2O, 소셜미디어처럼 복잡한 스타트업이 아닙니다. 내 삶을 내가 바라는 대로 살 수 있도록 제대로된 교육 콘텐츠를 제공하고 있는 학원입니다.         회사가 개인의 미래를 책임지던 과거와 달리 내 커리어는 스스로 챙겨야 하는 현 시대상, 구직자들의 학력과 스펙은 계속 높아지지만 정작 회사에서 원하는 역량을 채우진 못하는 현실, 60세에 은퇴해도 40년이나 남은 노후를 감당하기 어려운 현 상황 속에서, 사람들에게 필요한 가장 실질적인 교육 콘텐츠를 제공하는 회사를 만들고자 합니다.
        
        더 보기
